"school","letter","final_exam","course","class","gender","ethnic","major","tx_birth","tx_hs","zip","hs_chem","math_comp","curr_math","grand","parent","emp_on","emp_off","hrs","chem1","chem2","version","MQ1","MQ2","MQ3","MQ4","MQ5","MQ6","MQ7","MQ8","MQ9","MQ10","MQ11","MQ12","MQ13","MQ14","MQ15","MQ16","MQ17","MQ18","MQ19","MQ20","must","Q1A","Q1C","Q2A","Q2C","Q3A","Q3C","Q4A","Q4C","Q5A","Q5C","Q6A","Q6C","comm","pass","alg","conc","gp_edu"
"UNTB","F",30,47.1,"SO",0,"Other","stem","Y","Y","76","PAP","34","None","Other","Y","N","N","0",1,"Y",87,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,10,0,1,0,1,0,0,0,0,0,0,0,1,3,0,0,3,"N/A"
"UNTB","F",25,36.1,"FR",0,"Hisp","stem","Y","Y","76","AP","None","3","N","N","N","Y","20-29",1,"Y ",78,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,1,1,5,0,2,3,"NN"
"UNTB","F",42.5,58.6,"SO",1,"Hisp","stem","Y","Y","75","PAP","5","5","N","N","N","Y","40+",2,"Y",87,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,10,1,1,1,0,0,1,0,1,0,1,1,1,8,0,3,5,"NN"
"UNTW","B",78.6,86.2,"SO",0,"Asian","stem","Y","Y","76","PAP","567","2","N","Y","N","Y","20-29",1,"Y",78,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,6,1,1,0,0,1,1,1,0,1,1,1,0,8,1,5,3,"NY"
"UNTW","C",63.4,72,"SO",1,"White","stem","Y","Y","76","AP","456","4","N","Y","N","N","0",1,"N",78,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,7,1,1,1,1,0,0,0,0,1,1,1,1,8,1,4,4,"NY"
"UNTW","B",67.7,81.7,"FR",1,"Black","stem","Y","Y","75","PAP","456","6","N","N","N","N","0",1,"N",78,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,12,1,1,1,1,1,0,1,0,1,0,1,1,9,1,6,3,"NN"
"UNTW","F",35.1,57.4,"FR",0,"White","stem","Y","Y","77","PAP","5","3","Other","Y","N","N","0",1,"Y",87,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,"N/A"
"UNTW","C",52.5,75.3,"FR",1,"Hisp","stem","Y","Y","78","Reg","None","4","Other","Y","N","N","0",1,"Y",78,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,5,1,1,0,0,0,0,0,0,1,0,0,0,3,1,2,1,"N/A"
"UNTW","B",56.9,80.9,"FR",0,"Asian","other","Y","Y","78","PAP, AP","35","None","N","Y","N","N","0",1,"N",87,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,1,0,1,1,0,1,6,1,4,2,"NY"
"UNTW","B",78.6,83.8,"SO",0,"White","stem","Y","Y","75","Reg","2","None","N","Y","N","N","0",1,"Y",78,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,9,1,5,4,"NY"
"UNTW","A",78.6,91.5,"SO",1,"White","stem","N","Y","76","Reg","None","None","N","N","N","N","0",1,"Y",78,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4,1,0,1,1,1,1,1,0,1,1,1,1,10,1,6,4,"NN"
"UNTW","F",37.3,51.3,"SO",1,"Mixed","other","Y","Y","75","Reg","None","None","Y","N","N","Y","20-29",1,"N",78,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,"YN"
"UNTW","D",59,65,"FR",0,"Hisp","stem","Y","Y","77","PAP","5","None","N","N","Y","N","0",1,"Y",87,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,8,1,1,0,1,0,1,1,0,0,0,1,0,6,0,3,3,"NN"
"UNTW","B",72.1,85.5,"FR",1,"Black","stem","Y","Y","75","PAP","356","6","Y","N","N","N","0",1,"N",87,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,8,1,1,1,1,0,0,1,0,0,0,1,0,6,1,4,2,"YN"
"UNTW","B",80.8,87.8,"SO",0,"White","other","Y","Y","75","PAP","3","None","N","N","N","Y","11-19",1,"Y",87,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,6,1,1,1,1,1,0,0,0,1,1,1,0,8,1,5,3,"NN"
"UNTW","B",74.2,82.2,"SO",1,"White","stem","Y","Y","76","PAP","45","6","N","Y","N","Y","20-29",1,"N",87,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,12,1,1,0,0,0,1,1,0,1,1,1,1,8,1,4,4,"NY"
"UNTW","C",41.6,69.8,"FR",0,"Mixed","stem","Y","Y","78","PAP","5","2","N","Y","Y","Y","11-19",1,"Y",87,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,1,"NY"
"UNTW","B",74.2,79.3,"JR",1,"White","stem","Y","Y","76","PAP","45","5","N","Y","N","Y","30-39",1,"Y",78,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,10,1,0,0,1,0,1,1,0,1,1,1,1,8,1,4,4,"NY"
"UNTW","C",61.2,75.7,"FR",0,"Hisp","stem","Y","Y","78","PAP","45","2","N","Y","N","N","0",1,"Y",87,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,1,1,0,1,0,1,0,0,0,5,1,3,2,"NY"
"UNTW","F",50.3,56.8,"SO",1,"Hisp","dual","Y","Y","75","Reg","4","4","N","N","N","N","0",1,"Y",78,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,9,0,1,0,0,0,0,0,0,1,0,0,1,3,0,1,2,"NN"
"UNTW","C",46,74.1,"FR",0,"Asian","stem","Y","Y","75","PAP","5","2","N","N","N","Y","11-19",1,"Y",87,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,1,1,0,0,1,1,0,0,0,1,6,1,3,3,"NN"
"UNTW","C",65.5,78.4,"JR",1,"Hisp","stem","Y","Y","76","PAP","34","None","N","N","Y","N","20-29",1,"Y",87,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,15,1,1,0,1,1,0,1,0,1,1,1,0,8,1,5,3,"NN"
"UNTW","A",91.6,88.8,"SO",1,"White","stem","Y","Y","78","PAP, AP","3","4","N","Y","N","N","0",1,"Y",78,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,14,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5,"NY"
"UNTW","F",39.5,49.9,"FR",0,"Mixed","stem","Y","Y","76","PAP","","4","N","N","N","Y","20-29",1,"Y",87,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,3,0,1,2,"NN"
"UNTW","F",39.5,35.7,"FR",1,"White","stem","Y","Y","76","Reg","35","3","Other","Y","N","N","0",1,"N",78,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,7,1,1,0,0,0,0,0,1,0,0,0,1,4,0,1,3,"N/A"
"UNTW","A",96,100.4,"SO",1,"Mixed","stem","Y","Y","77","PAP","7","6","Other","Y","N","N","0",1,"N",78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,19,1,1,1,1,1,1,1,1,1,1,0,1,11,1,5,6,"N/A"
"UNTW","D",63.4,61.9,"SO",0,"White","other","Y","Y","76","PAP, AP","5","None","Y","Y","N","N","0",3,"Y",78,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,9,1,1,0,1,0,1,1,0,0,1,1,1,8,0,3,5,"YY"
"UNTW","A",78.6,91,"SO",1,"White","other","N","Y","75","PAP","None","1","Other","Other","N","N","0",1,"N",87,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,5,1,1,1,1,1,1,1,0,0,1,1,0,9,1,5,4,"N/A"
"UNTW","B",78.6,85,"FR",1,"Asian","stem","Y","N","73","AP","45","2","N","N","N","N","1-10",1,"Y",87,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,15,1,1,1,1,1,0,1,0,0,1,1,1,9,1,5,4,"NN"
"UNTW","A",76.4,89.1,"FR",0,"Black","stem","Y","Y","76","PAP, AP","356","6","Y","Y","N","N","0",1,"Y",87,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,8,1,1,1,0,1,0,1,0,1,1,1,0,8,1,6,2,"YY"
"UNTW","B",61.2,84.8,"JR",-1,"Hisp","med","Y","Y","76","AP","45","None","N","N","N","Y","0",1,"Y",78,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5,1,0,0,0,0,0,1,0,0,0,1,1,4,1,3,1,"NN"
"UNTW","D",46,62.5,"FR",1,"Hisp","med","Y","Y","75","PAP","None","4","N","N","N","N","0",1,"N",87,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,10,1,1,0,0,0,0,1,0,0,1,0,1,5,0,2,3,"NN"
"UNTW","A",85.1,94.2,"FR",0,"Black","stem","Y","Y","75","PAP","7","None","Other","Y","N","N","0",1,"Y",78,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,17,1,1,1,1,1,1,1,0,0,1,1,0,9,1,5,4,"N/A"
"UNTW","B",72.1,87,"FR",1,"Hisp","stem","Y","Y","78","Reg","4","4","Other","Y","N","N","11-19",1,"Y",78,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,6,1,1,0,1,0,0,1,0,0,1,1,1,7,1,3,4,"N/A"
"UNTW","C",63.4,77.6,"SO",0,"Mixed","stem","Y","Y","77","PAP","7","4","N","Y","N","N","0",1,"Y",78,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,12,1,1,0,0,0,1,1,0,0,1,0,1,6,1,2,4,"NY"
"UNTW","A",89.5,96.3,"SO",0,"Hisp","stem","Y","Y","76","PAP, AP","34","4","N","Y","N","N","0",1,"Y",78,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,17,1,1,1,1,1,1,1,0,0,1,1,1,10,1,5,5,"NY"
"UNTW","B",78.6,85.1,"SO",0,"Black","stem","Y","Y","76","PAP","3","None","Other","N","N","Y","1-10",1,"N",78,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,1,1,1,0,1,0,1,0,7,1,5,2,"N/A"
"UNTW","C",74.2,71.2,"JR",1,"White","stem","Y","Y","76","PAP","3456","6","Y","Y","N","Y","11-19",1,"Y",87,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,16,0,1,1,1,1,1,1,0,1,1,1,1,10,1,5,5,"YY"
"UNTW","A",87.3,95.6,"FR",0,"White","stem","Y","Y","78","PAP, AP","5","4","Y","Y","N","N","0",1,"Y",87,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,13,1,1,1,1,1,1,1,0,0,0,1,1,9,1,5,4,"YY"
"UNTW","C",67.7,74.1,"FR",1,"Hisp","stem","Y","Y","75","PAP","3456","5","N","N","N","N","0",1,"Y",87,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,6,1,1,1,1,1,1,1,0,1,0,1,1,10,1,6,4,"NN"
"UNTW","F",35.1,46.9,"FR",1,"Black","stem","Y","Y","76","PAP","35","2","N","N","N","N","0",1,"Y",87,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,5,1,0,0,0,0,0,0,0,1,0,0,1,3,0,2,1,"NN"
"UNTW","C",50.3,76.5,"FR",1,"Hisp","stem","Y","Y","76","Reg","5","4","N","N","N","N","0",1,"N",78,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,1,0,1,3,1,0,3,"NN"
"UNTW","C",59,74.2,"FR",1,"Hisp","stem","Y","Y","76","Reg, PAP","56","2","N","N","N","N","0",1,"Y",78,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,12,1,0,1,0,0,0,0,0,0,0,0,0,2,1,2,0,"NN"
"UNTW","A",82.9,95,"SO",1,"Hisp","stem","Y","N","98","Reg","35","2","Y","Y","N","N","0",1,"Y",87,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,8,1,1,1,1,1,1,1,0,1,1,1,0,10,1,6,4,"YY"
"UNTW","C",56.9,68.7,"SO",0,"White","dual","Y","Y","76","Reg","4","2","Other","N","N","N","0",1,"Y",87,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,1,1,0,1,1,0,0,1,0,0,1,7,0,4,3,"N/A"
"UNTW","C",63.4,74.9,"FR",1,"Hisp","stem","N","Y","76","Reg","4","4","N","N","N","Y","11-19",1,"N",87,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,9,1,1,0,0,1,0,1,0,1,1,0,1,7,1,4,3,"NN"
"UNTW","B",67.7,80.5,"JR",0,"White","stem","Y","Y","77","Reg","4","4","N","N","N","N","0",1,"Y",87,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,6,1,1,0,1,0,0,1,0,0,0,1,1,6,1,3,3,"NN"
"UNTW","A",80.8,89.3,"FR",0,"Hisp","stem","Y","Y","75","PAP,AP","35","2","N","N","N","N","0",1,"Y",87,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,17,1,1,1,1,0,1,0,0,0,1,1,1,8,1,3,5,"NN"
"UNTW","A",74.2,89.1,"SO",0,"Hisp","stem","Y","Y","78","PAP,AP","456","2","Y","Y","N","N","0",1,"Y",87,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,4,1,1,0,0,1,0,1,0,0,1,1,1,7,1,4,3,"YY"
"UNTW","A",85.1,98,"SO",0,"Hisp","stem","Y","Y","77","AP","5","5","Y","Y","N","N","0",1,"Y",87,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,14,1,1,1,1,1,0,1,0,1,1,1,1,10,1,6,4,"YY"
"UNTW","F",37.3,47.9,"FR",0,"Hisp","stem","Y","Y","78","Reg","7?","3","N","N","N","N","0",1,"N",78,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,0,1,0,0,0,0,1,4,0,2,2,"NN"
"UNTW","C",65.5,69,"FR",1,"Hisp","stem","Y","Y","75","Reg","None","4","N","N","N","N","0",1,"N",87,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,13,1,1,0,1,0,1,1,0,1,1,1,1,9,0,4,5,"NN"
"UNTW","B",54.7,79.8,"FR",0,"Other","stem","Y","Y","76","IB","45","2","Y","Y","N","N","0",1,"Y",87,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,1,0,0,1,1,1,0,0,0,1,0,1,6,1,2,4,"YY"
"UNTW","B",85.1,83.4,"FR",1,"Black","stem","Y","Y","76","Reg","4","4","Y","Y","N","N","0",1,"Y",87,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,9,1,0,1,1,1,0,1,0,0,1,1,0,7,1,5,2,"YY"
"UNTW","F",24.2,42.6,"FR",0,"White","stem","Y","Y","76","Reg","None","2","N","Y","N","Y","11-19",1,"Y",87,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,1,"NY"
"UNTW","B",76.4,83.1,"SO",1,"White","stem","Y","Y","76","AP","456","4","Y","N","N","N","0",1,"Y",87,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,13,1,1,1,1,1,0,1,0,1,1,1,1,10,1,6,4,"YN"
"UNTW","D",46,59.5,"SO",1,"White","dual","Y","Y","75","PAP","45","5","N","Y","N","Y","20-29",1,"Y",78,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,4,0,1,3,"NY"
"UNTW","D",46,65.4,"FR",0,"Asian","stem","Y","Y","76","Reg","45","2","N","N","N","Y","11-19",1,"Y",78,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,8,1,0,1,1,0,0,0,0,0,0,1,1,5,0,3,2,"NN"
"UNTW","D",50.3,62.3,"SO",1,"Asian","stem","Y","Y","75","Reg","34","4","N","N","N","Y","20-29",1,"Y",87,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,1,1,0,0,1,0,1,7,0,3,4,"NN"
"UNTW","B",61.2,79.7,"FR",0,"Asian","stem","Y","Y","76","PAP","45","4","N","Y","N","N","0",1,"N",78,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,7,1,0,0,1,0,1,1,0,0,0,0,1,5,1,2,3,"NY"
"UNTW","D",32.9,64.4,"FR",0,"Asian","stem","Y","Y","76","PAP","3","None","Other","Y","N","N","0",1,"Y",78,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,8,0,0,1,0,0,0,0,0,0,0,0,1,2,0,1,1,"N/A"
"UNTW","B",80.8,87.3,"SO",1,"Hisp","dual","N","Y","79","PAP","67","6","N","N","N","N","0",1,"Y",87,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,18,1,1,1,1,0,1,1,0,1,1,1,1,10,1,5,5,"NN"
"UNTW","B",63.4,81.9,"SO",0,"Mixed","other","Y","Y","75","Reg","45","None","Other","Y","N","N","0",1,"Y",87,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,5,1,0,0,1,1,0,1,0,1,1,1,0,7,1,5,2,"N/A"
"UNTW","A",87.3,95.1,"FR",0,"White","stem","Y","Y","76","PAP,AP","45","5","N","N","N","N","0",1,"Y",78,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,12,1,0,1,1,1,1,1,0,0,1,1,1,9,1,5,4,"NN"
"UNTW","F",35.1,52.3,"SO",0,"Black","stem","Y","Y","76","AP","34","None","Other","Y","N","N","0",2,"N",78,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"N/A"
"UNTW","C",61.2,68.2,"FR",1,"Hisp","stem","Y","Y","77","PAP","45","5","N","N","N","N","0",1,"N",78,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,9,1,1,0,1,1,0,1,0,0,1,1,1,8,0,4,4,"NN"
"UNTW","D",50.3,62.7,"SO",1,"White","stem","Y","Y","75","AP","35","4","N","N","N","Y","40+",1,"Y",87,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,10,1,1,1,1,0,0,1,0,0,0,1,0,6,0,4,2,"NN"
"UNTW","C",56.9,71.2,"SO",0,"Asian","stem","Y","Y","75","Reg","35","4","Other","Other","N","Y","20-29",1,"Y",78,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,14,1,0,1,0,0,0,0,0,0,1,1,1,5,1,3,2,"N/A"
"UNTW","B",56.9,81.1,"SO",1,"Hisp","stem","Y","Y","76","PAP","3","None","Y","Y","N","N","0",1,"Y",78,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,0,1,0,0,0,1,0,1,5,1,1,4,"YY"
"UNTW","B",69.9,85.4,"FR",0,"Hisp","other","Y","N","12","Reg","None","None","N","N","N","N","0",1,"Y",78,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,8,0,1,1,0,0,0,0,0,1,0,1,0,4,1,3,1,"NN"
"UNTW","A",82.9,95.3,"FR",1,"Asian","stem","Y","Y","76","PAP","6","2","Other","N","N","N","11-19",2,"Y",87,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,12,1,0,1,1,1,0,1,0,0,1,1,1,8,1,5,3,"N/A"
"UNTW","C",61.2,76.8,"JR",1,"Hisp","stem","Y","Y","75","PAP","7","None","N","N","N","N","0",1,"N",78,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,9,1,1,0,1,0,0,1,0,0,1,1,1,7,1,3,4,"NN"
"UNTW","A",78.6,89.7,"JR",1,"Mixed","other","N","Y","75","Reg","345","None","N","Y","N","Y","20-29",NA,"",87,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,1,1,1,1,1,0,1,1,0,0,0,0,7,1,4,3,"NY"
"UNTW","A",80.8,90.4,"SR",0,"White","other","Y","Y","72?","Reg","35","None","Y","Y","N","Y","1-10",2,"Y",78,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,14,1,1,1,1,1,0,1,0,0,0,1,1,8,1,5,3,"YY"
"UNTW","F",30.8,47.7,"FR",1,"White","stem","Y","Y","76","PAP","6","5","N","N","N","Y","11-19",1,"N",78,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,4,0,0,1,1,0,0,0,1,0,0,0,0,3,0,1,2,"NN"
"UNTW","C",52.5,74.9,"FR",0,"Mixed","stem","Y","Y","76","PAP,AP","None","4","Other","N","N","N","0",1,"Y",87,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,5,0,1,0,0,0,0,1,0,0,0,0,1,3,1,1,2,"N/A"
"UNTW","D",54.7,60.1,"JR",0,"Hisp","stem","Y","Y","76","AP","45","5","N","N","N","Y","20-29",2,"Y",78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,19,1,1,1,1,1,0,1,0,0,1,0,0,7,0,4,3,"NN"
"UNTW","B",76.4,86.3,"SR",1,"Mixed","dual","Y","Y","75","PAP","567","6","N","Y","N","N","0",1,"N",87,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,5,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6,"NY"
"UNTW","A",80.8,91.2,"SO",1,"White","stem","Y","Y","75","PAP","None","4","Other","Y","Y","N","11-19",1,"Y",87,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,11,1,1,1,1,1,1,1,0,0,0,1,1,9,1,5,4,"N/A"
"UNTW","D",46,60.7,"FR",0,"Hisp","dual","Y","Y","76","PAP","None","2","N","N","N","Y","1-10",1,"Y",78,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,6,1,0,1,0,1,0,0,0,0,0,0,0,3,0,3,0,"NN"
"UNTW","F",67.7,57.3,"SO",1,"Hisp","dual","Y","Y","76","PAP","4","4","N","Y","N","N","0",1,"N",78,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7,1,1,0,1,1,0,1,0,1,1,1,0,8,0,5,3,"NY"
"UNTW","B",72.1,83.5,"FR",0,"Asian","stem","Y","Y","75","PAP","35","2","N","Y","N","Y","11-19",1,"Y",78,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,9,1,1,1,0,0,0,1,0,1,1,1,0,7,1,5,2,"NY"
"UNTW","D",46,61.6,"FR",0,"Hisp","stem","Y","Y","78","Reg","4","2","N","Y","N","N","0",1,"Y",87,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,1,0,3,0,2,1,"NY"
"UNTW","B",72.1,87.6,"FR",0,"White","stem","N","Y","77","PAP","3","2","Other","Y","N","N","0",1,"Y",78,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,6,1,1,1,0,1,0,1,0,1,1,1,1,9,1,6,3,"N/A"
"UNTW","C",56.9,78,"JR",1,"Hisp","stem","Y","Y","75","PAP","456","6","N","N","N","N","0",1,"Y",87,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,7,1,1,1,0,0,0,0,0,0,1,0,0,4,1,2,2,"NN"
"UNTW","A",78.6,91.6,"FR",0,"Asian","stem","Y","Y","75","PAP,AP","456","4","N","N","N","N","0",1,"Y",87,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,7,1,1,1,1,0,1,1,0,0,1,0,1,8,1,3,5,"NN"
"UNTW","C",59,73.4,"FR",0,"Mixed","stem","Y","Y","76","AP","5","3","N","N","N","N","0",1,"Y",87,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,1,1,0,0,0,0,0,1,0,5,1,3,2,"NN"
"UNTW","B",72.1,84.4,"FR",1,"Asian","stem","Y","Y","75","PAP","34","4","N","N","N","N","0",1,"Y",87,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,5,1,1,1,1,1,0,1,0,0,0,1,0,7,1,5,2,"NN"
"UNTW","A",89.5,96.8,"SO",0,"Asian","stem","Y","Y","75","PAP","3456","None","N","Y","N","Y","11-19",1,"Y",78,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,13,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5,"NY"
"UNTW","D",61.2,64.7,"JR",0,"Black","stem","Y","Y","75","PAP","4","2","N","N","Y","N","20-29",1,"Y",78,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,0,0,0,0,0,0,1,1,6,0,3,3,"NN"
"UNTW","D",52.5,58.6,"FR",0,"Hisp","stem","Y","Y","76","AP","4","None","N","Y","N","N","0",1,"Y",87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,4,0,3,1,"NY"
"UNTW","D",37.3,60.7,"FR",1,"Mixed","dual","Y","Y","79","PAP","5","5","N","N","N","N","0",1,"N",78,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,"NN"
"UNTW","C",63.4,76.4,"FR",1,"Mixed","stem","Y","Y","76","PAP","None","2","Y","Y","N","N","0",1,"Y",78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,1,1,0,0,1,1,0,0,0,0,1,1,6,1,3,3,"YY"
"UNTW","C",52.5,67.4,"SO",1,"Hisp","other","Y","Y","76","Reg","None","3","N","Y","N","Y","11-19",2,"Y",78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,1,3,0,2,1,"NY"
"UNTW","C",56.9,70.5,"FR",1,"Hisp","stem","Y","Y","78","Reg","2","4","N","N","N","N","0",1,"Y",78,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,11,0,0,0,1,0,0,0,0,1,1,0,1,4,1,1,3,"NN"
